Fecha,Hora,Evento2024-11-21,13:55:52,Inicio inflado
2024-11-21,13:57:53,Inicio inflado
2024-11-21,13:59:53,Inicio inflado
2024-11-21,14:05:48,Inicio inflado
2024-11-21,14:07:53,Inicio inflado
2024-11-21,14:09:54,Inicio inflado
